,Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status
75627,20140818X83335,Accident,2014,NY,United States,Non-Fatal,Substantial,Airplane,Cessna,R182,1.0,,0.0,0.0,0.0,2.0,VMC,"The failure of the aluminum nipple fuel supply line fitting, which resulted in an engine compartment fire."
75636,20140819X12142,Accident,2014,CA,United States,Fatal,Substantial,Airplane,Beech,V35B,1.0,,1.0,0.0,0.0,0.0,IMC,"The instrument-rated pilot's decision to conduct a visual approach to the airport in night, instrument meteorological conditions, which resulted in controlled flight into terrain. Contributing to the accident was the pilot's loss of situational  awareness, the controller's failure to provide clear and concise instructions to the pilot following his declaration of an emergency, and the controller's failure to provide adequate information to the pilot regarding the airplane's proximity to terrain."
75644,20140820X83908,Accident,2014,TN,United States,Fatal,Substantial,Airplane,Air Tractor Inc,AT-802A,1.0,"Ag Air, LLC",1.0,0.0,0.0,0.0,VMC,The pilots failure to see and avoid trees during a low-level aerial application operation.
75645,20140828X03335,Accident,2014,MI,United States,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,"7 YRS 700, LLC",0.0,0.0,0.0,1.0,VMC,The pilots failure to extend the landing gear before landing.
75649,20140821X20251,Accident,2014,NJ,United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,,0.0,0.0,0.0,1.0,VMC,A total loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.
75654,20140825X22812,Accident,2014,LA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-161,1.0,Robert E Braswell,0.0,0.0,0.0,1.0,VMC,"The in-flight fatigue failure of the crankshaft gear retaining bolt, which resulted in a total loss of engine power. Contributing to the accident were the pilot/owners failure to maintain the airplane in accordance with an airworthiness directive following a propeller strike and the improper installation of the lockplate."
75657,20140823X82338,Accident,2014,FL,United States,Fatal,Destroyed,Airplane,Beech,S35,1.0,COLEMAN JOHN E JR,1.0,0.0,0.0,0.0,VMC,A total loss of engine power due to detonation/preignition damage of the No. 6 cylinder. Contributing to the accident was the pilots decision to continue flight after receiving an indication of an impending engine failure.
75658,20140824X22102,Accident,2014,MD,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,OLD CHEROKEE LLC,0.0,0.0,1.0,0.0,VMC,The loss of engine power due to fuel starvation for reasons that could not be determined during postaccident examination of the fuel supply and fuel vent systems.
75659,20140825X50740,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,,0.0,2.0,2.0,0.0,VMC,"A loss of directional control during a crosswind landing. 
"
75661,20140825X80451,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,,0.0,1.0,0.0,0.0,VMC,"The pilot's selection of an unsuitable takeoff area, resulting in a loss of control and subsequent inflight collision with terrain during takeoff. Contributing to the accident was the pilot's failure to use the checklist, resulting in an improper propeller pitch setting for takeoff, and the pilot's inadvertent partial application of the wheel brakes during the takeoff roll."
75662,20140826X51144,Accident,2014,KY,United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's decision to land on a wet runway and delayed go-around attempt, which resulted in a collision with terrain."
75668,20140825X31634,Accident,2014,LA,United States,Non-Fatal,Destroyed,Airplane,Air Tractor Inc,AT-401,1.0,RED RIVER DUSTING INC,0.0,0.0,0.0,1.0,VMC,"The loss of power due to the failure of the No. 2 exhaust valve and rocker boss during takeoff. 
"
75671,20140827X73742,Accident,2014,MO,United States,Non-Fatal,Substantial,Airplane,Piper,PA 32R-301T,1.0,,0.0,0.0,0.0,1.0,VMC,The loss of engine power due to fuel starvation.
75673,20140829X35637,Accident,2014,VA,United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,HEINZ KENNETH P,0.0,0.0,0.0,2.0,VMC,A loss of control and subsequent runway excursion while attempting to avoid a collision with a deer on takeoff.
75674,20140917X21007,Accident,2014,WA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18A 150,1.0,WALLA WALLA UNIVERSITY,0.0,0.0,0.0,2.0,VMC,The pilot's misjudged approach which resulted in overshooting the landing point and insufficient remaining landing surface.
75675,20140825X32653,Accident,2014,OH,United States,Fatal,Destroyed,Airplane,Cessna,172R,1.0,T & G Flying Club,4.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain control of the airplane while returning to the airport immediately after takeoff, which resulted in the airplane exceeding its critical angle of attack and entering an aerodynamic stall during the turn. Contributing to the accident was the pilot's inadequate preflight planning, which resulted in the airplane being over maximum gross weight and its subsequent decrease in takeoff climb performance."
75676,20140827X34303,Accident,2014,OH,United States,Non-Fatal,Substantial,Airplane,Maule,MT 7-235,1.0,S & J Aviation LLC,0.0,1.0,0.0,0.0,VMC,"The pilots inability to maintain airplane control while attempting a precautionary landing after takeoff due to his incorrect setting of the rudder trim tab, which resulted in a significant turning tendency during flight."
75677,20140827X64352,Accident,2014,TX,United States,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,N8176M LLC,0.0,4.0,0.0,0.0,VMC,"The pilots failure to maintain airplane control during takeoff. Contributing to the severity of the accident was the pilots retraction of the landing gear before establishing a positive climb rate, which resulted in a gear-up landing."
75679,20140827X61204,Accident,2014,TN,United States,Fatal,Substantial,Airplane,Cessna,A188B,1.0,TAYLOR JAMES E,1.0,0.0,0.0,0.0,VMC,The pilots failure to see and avoid power lines during a low-level aerial application operation.
75680,20140827X95138,Accident,2014,KS,United States,Non-Fatal,Substantial,Airplane,Cessna,310K,2.0,LAKEPOINT AVIATION II LLC,0.0,0.0,0.0,2.0,VMC,"A fatigue failure of the left engines throttle cable, which resulted in the loss of left engine power."
75681,20140828X31107,Accident,2014,IL,United States,Non-Fatal,Substantial,Airplane,Air Tractor Inc,AT 502B,1.0,LINDELL AERIAL AG SERVICE,0.0,0.0,0.0,1.0,VMC,The pilot did not maintain control of the airplane during takeoff from a grass strip. Contributing was the airplane being loaded beyond its capability for the runway.
75684,20140829X64330,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's selection of an unsuitable takeoff area, resulting in an inflight collision with vegetation/brush during takeoff."
75686,20140827X25654,Accident,2014,NM,United States,Fatal,Destroyed,Airplane,Cessna,421C,2.0,AMIGOS AVIATION INC,4.0,0.0,0.0,0.0,VMC,"The misfueling of the airplane with jet fuel instead of the required aviation fuel, and the resultant detonation and a total loss of engine power during initial climb. Contributing to the accident were the line service technician's inadvertent misfueling of the airplane, the pilot's inadequate supervision of the fuel servicing, and the fixed-base operator's use of a small fuel nozzle on its jet fuel truck."
75690,20140829X81313,Accident,2014,NC,United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,LEGGETT JAMES W,0.0,0.0,1.0,0.0,VMC,"The pilots inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion. Contributing to the accident was the pilots impairment due to alcohol ingestion. "
75691,20140901X92912,Accident,2014,CO,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,1.0,BOBNRUTH SERVICES LLC,0.0,2.0,0.0,0.0,VMC,The pilot did not maintain control of the airplane during the go-around.
75695,20140831X12212,Accident,2014,CO,United States,Fatal,Destroyed,Airplane,Piper,PA 46 350P,1.0,REAL ESTATE SCHOOL LLC,5.0,0.0,0.0,0.0,VMC,"The pilot's failure to maintain adequate airspeed and exceedance of the critical angle of attack during a go-around with a tailwind condition, which resulted in an aerodynamic stall. A contributing factor to the accident was the pilot's decision to continue the approach with opposing traffic.

 
"
75697,20140831X63850,Accident,2014,FL,United States,Fatal,Substantial,Airplane,Piper,PA-25-260,1.0,Advertising Air Force,1.0,0.0,0.0,0.0,VMC,"The pilot's improper deployment of the banner-tow hook, which resulted in it becoming entangled between the left elevator and horizontal stabilizer, restricted the movement of the elevator, and led to a loss of airplane control."
75699,20140901X20808,Accident,2014,NH,United States,Fatal,Substantial,Airplane,Cessna,180,1.0,,2.0,0.0,0.0,0.0,VMC,"The pilots failure to ensure the airplane maintained adequate airspeed during the initial climb and the subsequent exceedance of its critical angle of attack, which resulted in an aerodynamic stall. Contributing to the accident were the pilots impairment due to a sedating antihistamine, which led to his decision to possibly allow the passenger to attempt the takeoff, and his delayed remedial action to lower the nose when the airplane began to pitch up too much.
"
75703,20140902X41650,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 12,1.0,,0.0,0.0,0.0,2.0,VMC,"The pilot's inadequate recovery from a bounced landing, resulting in a runway excursion and collision with trees."
75705,20140904X54306,Accident,2014,IN,United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-140,1.0,,0.0,1.0,0.0,0.0,VMC,The sun glare and the pilot's subsequent loss of airplane control.
75706,20140918X82820,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,NORTH COAST AIR INC,0.0,0.0,0.0,1.0,VMC,The student pilot's inadequate flare resulted in a hard landing.
75709,20140902X63401,Accident,2014,MT,United States,Fatal,Destroyed,Airplane,Cessna,177B,1.0,WILSEY CHRISTOPHER,1.0,2.0,1.0,0.0,VMC,"The pilot's failure to maintain clearance from terrain while maneuvering at low altitude in turbulent conditions over mountainous terrain. Contributing to the accident was the pilot's improper decision to traverse the mountainous area with the airplane over its maximum gross weight and with a forward center of gravity.

 
"
75714,20140903X61913,Accident,2014,CO,United States,Non-Fatal,Substantial,Airplane,Piper,PA-46-350P,1.0,"Philburto Aviation, LTD",0.0,2.0,0.0,0.0,VMC,"The flight instructors delayed decision to abort the simulated engine out maneuver, his failure to unfeather the propeller before restoring engine power, and his inadequate airspeed management, which led to an aerodynamic stall at low altitude."
75719,20140904X62031,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's excessive use of brakes during the landing roll resulting in a nose over.
75721,20140905X63006,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-135,1.0,,0.0,0.0,0.0,1.0,VMC,The pilot's failure to maintain aircraft control during the landing roll.
75725,20140905X10824,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Piper,PA 18-135,1.0,,0.0,0.0,0.0,2.0,VMC,The pilot's inability to maintain directional control of the airplane resulting in a runway excursion and collision with terrain.
75732,20140906X45858,Accident,2014,NV,United States,Non-Fatal,Substantial,Airplane,Bellanca,8KCAB,1.0,,0.0,1.0,0.0,1.0,VMC,The pilot's failure to maintain directional control during landing. Contributing to the accident was the pilot's disorientation as a result of dust which reduced visibility.
75733,20140906X80358,Accident,2014,CA,United States,Non-Fatal,Substantial,Airplane,Piper,PA 25-235,1.0,SKY SAILING INC,0.0,0.0,1.0,0.0,VMC,"The glider pilot's failure to maintain directional control during the initial climb while being towed, which led to the tow plane's unstable flight and its subsequent aerodynamic stall. Contributing to the accident was the tow pilot's delayed release of the glider."
75735,20140907X34745,Accident,2014,AZ,United States,Non-Fatal,Substantial,Airplane,Piper,PA 24-250,1.0,,0.0,0.0,0.0,2.0,VMC,"The failure of the right main landing gear (MLG) transmission mounting bracket coupled with the differential rigging of the two landing gear cables, which prevented the right MLG from moving to the down-and-locked position before landing.

 
"
75738,20140909X20621,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,U206B,1.0,Fjord Flying Service,0.0,0.0,0.0,5.0,VMC,"The motor vehicles operators' lack of attention, and improper decision to cross the runway with the runway alert system active, resulting in a collision with the airplane."
75739,20140910X60426,Accident,2014,AL,United States,Non-Fatal,Substantial,Airplane,Piper,PA-18A-150,1.0,,0.0,0.0,0.0,1.0,VMC,"The pilot's failure to retract the landing gear wheels prior to a water landing, resulting in a nose over upon touchdown."
75742,20140908X93210,Accident,2014,MN,United States,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,SR22,1.0,,0.0,0.0,0.0,4.0,VMC,"Maintenance personnels failure to apply sufficient torque on the throttle control lever nut, which resulted in a loss of throttle control and subsequent loss of engine power."
75743,20140911X31436,Accident,2014,AK,United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,COPPER VALLEY AIR SERVICE LLC,0.0,0.0,0.0,4.0,VMC,The pilot's inability to maintain directional control after the airplane's main landing gear tire deflated during takeoff.
